internalTaxonId,conservationNeededCode,conservationNeededName
195920,2.1,Site/area management
195921,2.1,Site/area management
195921,1.1,Site/area protection
195922,2.1,Site/area management
195924,4.3,Awareness & communications
195924,1.1,Site/area protection
195925,2.1,Site/area management
195926,4.1,Formal education
195956,2.1,Site/area management
196000,1.1,Site/area protection
196120,2.1,Site/area management
196194,2.2,Invasive/problematic species control
196194,2.1,Site/area management
196194,1.1,Site/area protection
196196,2.2,Invasive/problematic species control
196200,2.3,Habitat & natural process restoration
196200,3.4.1,Captive breeding/artificial propagation
196201,2.2,Invasive/problematic species control
196203,1.1,Site/area protection
196204,2.2,Invasive/problematic species control
196204,2.1,Site/area management
196205,2.2,Invasive/problematic species control
196205,2.1,Site/area management
196207,2.2,Invasive/problematic species control
196207,2.1,Site/area management
196211,2.2,Invasive/problematic species control
196211,2.1,Site/area management
196214,2.2,Invasive/problematic species control
196216,2.2,Invasive/problematic species control
196219,2.2,Invasive/problematic species control
196220,2.2,Invasive/problematic species control
196224,2.2,Invasive/problematic species control
196227,2.2,Invasive/problematic species control
196228,2.3,Habitat & natural process restoration
196228,2.2,Invasive/problematic species control
196228,2.1,Site/area management
196229,2.2,Invasive/problematic species control
196231,2.2,Invasive/problematic species control
196237,1.1,Site/area protection
196238,2.2,Invasive/problematic species control
196239,2.2,Invasive/problematic species control
196241,2.2,Invasive/problematic species control
196243,2.2,Invasive/problematic species control
47608266,2.2,Invasive/problematic species control
47608266,1.1,Site/area protection
44286,3.4.1,Captive breeding/artificial propagation
44286,4.3,Awareness & communications
44286,3.4.2,Genome resource bank
44286,2.1,Site/area management
44286,1.1,Site/area protection
44286,4.1,Formal education
44344,3.4.1,Captive breeding/artificial propagation
44344,4.3,Awareness & communications
44344,2.1,Site/area management
44344,3.4.2,Genome resource bank
44344,1.1,Site/area protection
44344,1.2,Resource & habitat protection
44344,4.1,Formal education
46772,4.3,Awareness & communications
19893069,2.1,Site/area management
19893069,3.4.2,Genome resource bank
19891810,2.1,Site/area management
19891810,1.1,Site/area protection
19891810,3.4.2,Genome resource bank
35798,3.4.2,Genome resource bank
35798,2.1,Site/area management
35798,1.1,Site/area protection
35798,1.2,Resource & habitat protection
185426,2.1,Site/area management
59966,2.1,Site/area management
59966,2.3,Habitat & natural process restoration
59966,2.1,Site/area management
59966,2.3,Habitat & natural process restoration
196456,2.2,Invasive/problematic species control
196458,2.2,Invasive/problematic species control
196461,2.2,Invasive/problematic species control
196463,2.2,Invasive/problematic species control
196494,2.2,Invasive/problematic species control
196496,2.2,Invasive/problematic species control
196498,2.1,Site/area management
196499,2.1,Site/area management
196500,2.1,Site/area management
196501,2.1,Site/area management
196504,2.2,Invasive/problematic species control
196505,2.2,Invasive/problematic species control
196507,2.2,Invasive/problematic species control
196510,2.2,Invasive/problematic species control
196513,2.2,Invasive/problematic species control
196517,2.2,Invasive/problematic species control
196520,2.2,Invasive/problematic species control
196524,2.2,Invasive/problematic species control
196527,2.2,Invasive/problematic species control
196527,1.1,Site/area protection
196530,3.4.1,Captive breeding/artificial propagation
196533,2.2,Invasive/problematic species control
196535,2.2,Invasive/problematic species control
196535,1.1,Site/area protection
196538,1.1,Site/area protection
196540,1.1,Site/area protection
196545,2.1,Site/area management
196548,2.2,Invasive/problematic species control
16110,2.1,Site/area management
16110,2.1,Site/area management
19892861,3.4.2,Genome resource bank
19892861,1.1,Site/area protection
44393082,2.1,Site/area management
44393082,1.1,Site/area protection
196716,2.2,Invasive/problematic species control
196720,2.1,Site/area management
196724,2.2,Invasive/problematic species control
196725,2.3,Habitat & natural process restoration
196725,2.2,Invasive/problematic species control
196726,2.2,Invasive/problematic species control
19892718,2.1,Site/area management
19892718,3.4.2,Genome resource bank
19891673,3.4.2,Genome resource bank
44392455,1.1,Site/area protection
196730,2.2,Invasive/problematic species control
196735,2.2,Invasive/problematic species control
196737,2.2,Invasive/problematic species control
196738,2.2,Invasive/problematic species control
196742,2.3,Habitat & natural process restoration
196742,2.2,Invasive/problematic species control
196745,2.2,Invasive/problematic species control
196745,3.4.1,Captive breeding/artificial propagation
202716,3.4.1,Captive breeding/artificial propagation
197844,2.2,Invasive/problematic species control
197844,2.1,Site/area management
197844,1.1,Site/area protection
198041,1.2,Resource & habitat protection
198041,1.1,Site/area protection
198245,2.2,Invasive/problematic species control
198245,2.1,Site/area management
198245,1.1,Site/area protection
199489,2.1,Site/area management
199489,2.3,Habitat & natural process restoration
199489,1.1,Site/area protection
199490,1.1,Site/area protection
199491,2.1,Site/area management
199491,1.1,Site/area protection
199492,2.3,Habitat & natural process restoration
199492,1.1,Site/area protection
199493,2.1,Site/area management
199493,1.1,Site/area protection
199494,1.1,Site/area protection
199495,1.1,Site/area protection
199497,1.1,Site/area protection
199498,2.3,Habitat & natural process restoration
199498,1.1,Site/area protection
199500,2.1,Site/area management
199502,2.1,Site/area management
199503,2.1,Site/area management
199503,1.1,Site/area protection
199507,1.1,Site/area protection
199509,1.1,Site/area protection
199511,1.1,Site/area protection
199512,1.1,Site/area protection
199515,2.1,Site/area management
199515,2.3,Habitat & natural process restoration
199515,1.1,Site/area protection
199517,2.3,Habitat & natural process restoration
199517,1.1,Site/area protection
199518,2.3,Habitat & natural process restoration
199518,1.1,Site/area protection
199523,1.1,Site/area protection
199526,2.1,Site/area management
199526,2.3,Habitat & natural process restoration
199527,2.1,Site/area management
199527,2.3,Habitat & natural process restoration
199528,2.3,Habitat & natural process restoration
199530,2.3,Habitat & natural process restoration
199530,1.1,Site/area protection
199531,2.1,Site/area management
199531,1.1,Site/area protection
199532,1.1,Site/area protection
199533,1.1,Site/area protection
199534,1.1,Site/area protection
199535,2.1,Site/area management
199535,1.1,Site/area protection
199536,1.1,Site/area protection
199538,2.1,Site/area management
199538,2.3,Habitat & natural process restoration
199540,2.1,Site/area management
199540,1.1,Site/area protection
199541,2.1,Site/area management
199541,2.3,Habitat & natural process restoration
199544,2.3,Habitat & natural process restoration
199544,1.1,Site/area protection
199545,2.1,Site/area management
199547,2.1,Site/area management
199769,2.1,Site/area management
199770,2.1,Site/area management
199770,1.2,Resource & habitat protection
199771,2.1,Site/area management
199771,1.1,Site/area protection
199772,2.1,Site/area management
44392670,2.1,Site/area management
44392527,2.1,Site/area management
46738,4.3,Awareness & communications
200666,1.1,Site/area protection
202742,2.1,Site/area management
45431,2.1,Site/area management
46845,4.3,Awareness & communications
19892598,2.1,Site/area management
19892598,3.4.2,Genome resource bank
44392927,2.1,Site/area management
44392927,1.1,Site/area protection
200699,1.1,Site/area protection
44708,4.3,Awareness & communications
34147,2.3,Habitat & natural process restoration
34147,2.2,Invasive/problematic species control
34147,3.2,Species recovery
19892242,2.1,Site/area management
19892242,1.1,Site/area protection
19891464,3.4.2,Genome resource bank
19891464,1.1,Site/area protection
15368376,2.1,Site/area management
15368376,3.4.2,Genome resource bank
46512613,2.3,Habitat & natural process restoration
46512613,1.1,Site/area protection
181867,2.1,Site/area management
181867,3.1.1,Harvest management
46850,4.3,Awareness & communications
41645,2.1,Site/area management
44706,2.1,Site/area management
158238,2.1,Site/area management
45423,1.2,Resource & habitat protection
45423,1.1,Site/area protection
201415,2.1,Site/area management
201419,2.2,Invasive/problematic species control
201461,2.2,Invasive/problematic species control
201467,2.2,Invasive/problematic species control
201468,2.2,Invasive/problematic species control
201469,2.2,Invasive/problematic species control
201470,2.2,Invasive/problematic species control
201473,2.2,Invasive/problematic species control
201474,2.2,Invasive/problematic species control
201475,3.4.1,Captive breeding/artificial propagation
201477,2.2,Invasive/problematic species control
201478,2.2,Invasive/problematic species control
201481,2.2,Invasive/problematic species control
201482,2.2,Invasive/problematic species control
201487,2.2,Invasive/problematic species control
201487,2.1,Site/area management
201496,2.1,Site/area management
59817,2.1,Site/area management
59817,2.3,Habitat & natural process restoration
59860,2.1,Site/area management
59860,2.1,Site/area management
46857,4.3,Awareness & communications
46857,3.4.2,Genome resource bank
44393389,2.1,Site/area management
44393389,1.1,Site/area protection
44392392,2.1,Site/area management
44392392,1.1,Site/area protection
46835,4.3,Awareness & communications
47608181,1.1,Site/area protection
47608181,3.1.1,Harvest management
44416,4.3,Awareness & communications
44416,2.1,Site/area management
44416,1.1,Site/area protection
44416,1.2,Resource & habitat protection
44416,4.1,Formal education
20390767,1.2,Resource & habitat protection
20390767,3.4.2,Genome resource bank
59788,2.1,Site/area management
59788,2.3,Habitat & natural process restoration
59788,2.1,Site/area management
59788,2.3,Habitat & natural process restoration
32272,2.1,Site/area management
39539,1.1,Site/area protection
44426,4.3,Awareness & communications
44426,3.4.1,Captive breeding/artificial propagation
44426,2.1,Site/area management
44426,3.4.2,Genome resource bank
44426,1.1,Site/area protection
44426,4.1,Formal education
44426,1.2,Resource & habitat protection
44392148,3.4.2,Genome resource bank
59999,2.1,Site/area management
59999,2.3,Habitat & natural process restoration
59925,2.1,Site/area management
202728,1.1,Site/area protection
202728,4.3,Awareness & communications
198713,3.1.1,Harvest management
19891541,2.1,Site/area management
19891541,3.4.2,Genome resource bank
44392134,2.1,Site/area management
44392134,1.1,Site/area protection
185641,2.1,Site/area management
59974,2.1,Site/area management
200703,1.1,Site/area protection
179312,1.1,Site/area protection
18320,5.1.2,National level
18320,5.1.1,International level
18320,5.4.2,National level
18320,4.3,Awareness & communications
18320,4.2,Training
18320,2.1,Site/area management
18320,5.4.1,International level
18320,2.3,Habitat & natural process restoration
18320,3.1.1,Harvest management
18320,1.1,Site/area protection
18320,1.2,Resource & habitat protection
18320,4.1,Formal education
59803,2.1,Site/area management
59875,2.1,Site/area management
59875,2.3,Habitat & natural process restoration
19893027,2.1,Site/area management
19893027,3.1.1,Harvest management
69222210,2.1,Site/area management
69222210,1.2,Resource & habitat protection
69222210,3.4.1,Captive breeding/artificial propagation
69222210,3.4.2,Genome resource bank
44392727,2.1,Site/area management
44392727,1.1,Site/area protection
44267,4.3,Awareness & communications
44267,2.1,Site/area management
59803,2.1,Site/area management
44393200,3.4.1,Captive breeding/artificial propagation
44393200,3.4.2,Genome resource bank
44393200,1.1,Site/area protection
184555,2.1,Site/area management
184555,2.1,Site/area management
184555,2.1,Site/area management
33046,2.1,Site/area management
33046,1.1,Site/area protection
33046,3.4.2,Genome resource bank
33046,3.1.1,Harvest management
19892881,3.4.1,Captive breeding/artificial propagation
19892881,1.1,Site/area protection
44392633,2.1,Site/area management
158182,2.1,Site/area management
46852,4.3,Awareness & communications
44393506,1.1,Site/area protection
44392595,1.1,Site/area protection
44392595,3.4.2,Genome resource bank
19892671,2.1,Site/area management
19892671,1.1,Site/area protection
19892671,3.4.2,Genome resource bank
19891866,2.1,Site/area management
39508,3.4.1,Captive breeding/artificial propagation
59872,2.1,Site/area management
59872,2.3,Habitat & natural process restoration
158048,2.1,Site/area management
164180,4.3,Awareness & communications
164180,2.1,Site/area management
164180,4.1,Formal education
185736,4.3,Awareness & communications
185736,2.1,Site/area management
185736,1.1,Site/area protection
44295,3.4.1,Captive breeding/artificial propagation
44295,4.3,Awareness & communications
44295,3.4.2,Genome resource bank
44295,2.1,Site/area management
44295,1.1,Site/area protection
44295,1.2,Resource & habitat protection
44295,4.1,Formal education
44331,3.4.1,Captive breeding/artificial propagation
44331,4.3,Awareness & communications
44331,2.1,Site/area management
44331,3.4.2,Genome resource bank
44331,1.1,Site/area protection
44331,1.2,Resource & habitat protection
44331,4.1,Formal education
19892753,2.1,Site/area management
19892753,3.4.2,Genome resource bank
19892123,2.1,Site/area management
44392450,2.1,Site/area management
46512559,2.3,Habitat & natural process restoration
46512559,1.1,Site/area protection
44393643,2.1,Site/area management
44393643,1.1,Site/area protection
200668,1.1,Site/area protection
44669,5.1.3,Sub-national level
44669,3.1.2,Trade management
44669,5.1.2,National level
44669,5.4.3,Sub-national level
44669,5.4.2,National level
44669,4.3,Awareness & communications
44669,2.1,Site/area management
44669,3.1.1,Harvest management
44669,1.1,Site/area protection
44669,1.2,Resource & habitat protection
200687,1.1,Site/area protection
200687,4.3,Awareness & communications
202757,4.3,Awareness & communications
202757,2.1,Site/area management
185464,4.3,Awareness & communications
185464,2.1,Site/area management
185464,4.1,Formal education
185698,4.3,Awareness & communications
185698,2.1,Site/area management
185698,4.1,Formal education
16725902,1.1,Site/area protection
16725902,3.4.1,Captive breeding/artificial propagation
16725902,3.1.1,Harvest management
19892916,5.4.1,International level
19892916,3.4.2,Genome resource bank
19892917,2.1,Site/area management
19892917,1.1,Site/area protection
19892917,3.4.2,Genome resource bank
19892373,2.1,Site/area management
19892373,1.1,Site/area protection
19892373,3.4.2,Genome resource bank
44392161,2.1,Site/area management
59885,2.1,Site/area management
59885,2.3,Habitat & natural process restoration
60041,2.1,Site/area management
60041,2.3,Habitat & natural process restoration
60041,2.1,Site/area management
60041,2.3,Habitat & natural process restoration
42437,2.1,Site/area management
19892460,3.4.2,Genome resource bank
19892460,1.1,Site/area protection
44392508,2.1,Site/area management
45877,1.1,Site/area protection
59806,2.1,Site/area management
42841,2.1,Site/area management
42841,2.3,Habitat & natural process restoration
42841,2.1,Site/area management
42841,2.3,Habitat & natural process restoration
59806,2.1,Site/area management
59806,3.3.1,Reintroduction
59806,2.1,Site/area management
59806,2.3,Habitat & natural process restoration
59908,2.1,Site/area management
59908,2.1,Site/area management
59913,2.1,Site/area management
59913,2.3,Habitat & natural process restoration
103633574,1.1,Site/area protection
39501,1.1,Site/area protection
1256,2.1,Site/area management
44393411,2.1,Site/area management
46746,4.3,Awareness & communications
19892803,3.4.2,Genome resource bank
19892803,1.1,Site/area protection
44287,3.3.1,Reintroduction
44287,4.3,Awareness & communications
44287,3.4.1,Captive breeding/artificial propagation
44287,3.4.2,Genome resource bank
44287,2.1,Site/area management
44287,1.1,Site/area protection
44287,4.1,Formal education
44362,3.4.1,Captive breeding/artificial propagation
44362,4.3,Awareness & communications
44362,3.4.2,Genome resource bank
44362,2.1,Site/area management
44362,1.1,Site/area protection
44362,1.2,Resource & habitat protection
44362,4.1,Formal education
44336,4.3,Awareness & communications
44336,3.4.1,Captive breeding/artificial propagation
44336,4.2,Training
44336,2.1,Site/area management
44336,3.4.2,Genome resource bank
44336,2.3,Habitat & natural process restoration
44336,1.1,Site/area protection
44336,4.1,Formal education
44336,1.2,Resource & habitat protection
19892528,2.3,Habitat & natural process restoration
19892528,2.1,Site/area management
19892528,1.1,Site/area protection
19892528,3.4.2,Genome resource bank
19892945,2.1,Site/area management
19892945,3.4.2,Genome resource bank
45415,1.1,Site/area protection
19891563,3.4.2,Genome resource bank
19891563,1.1,Site/area protection
20390748,2.1,Site/area management
20390748,1.1,Site/area protection
200702,1.1,Site/area protection
200702,4.3,Awareness & communications
59793,4.3,Awareness & communications
59793,2.1,Site/area management
59963,2.1,Site/area management
164429,2.1,Site/area management
45449,1.1,Site/area protection
46821,4.3,Awareness & communications
19892788,2.1,Site/area management
19892788,1.1,Site/area protection
19892788,3.4.2,Genome resource bank
60055,2.1,Site/area management
60055,2.3,Habitat & natural process restoration
44392704,1.1,Site/area protection
47608260,1.1,Site/area protection
18324,5.1.2,National level
18324,5.1.1,International level
18324,5.4.2,National level
18324,4.3,Awareness & communications
18324,4.2,Training
18324,2.1,Site/area management
18324,5.4.1,International level
18324,2.3,Habitat & natural process restoration
18324,3.1.1,Harvest management
18324,1.1,Site/area protection
18324,1.2,Resource & habitat protection
18324,4.1,Formal education
44294,3.4.1,Captive breeding/artificial propagation
44294,4.3,Awareness & communications
44294,3.4.2,Genome resource bank
44294,2.1,Site/area management
44294,1.1,Site/area protection
44294,1.2,Resource & habitat protection
44294,4.1,Formal education
44315,3.4.1,Captive breeding/artificial propagation
44315,4.3,Awareness & communications
44315,4.2,Training
44315,3.4.2,Genome resource bank
44315,2.1,Site/area management
44315,1.1,Site/area protection
44315,1.2,Resource & habitat protection
44315,4.1,Formal education
158329,2.1,Site/area management
42560,1.1,Site/area protection
19892404,2.1,Site/area management
19892404,1.1,Site/area protection
19892404,3.4.2,Genome resource bank
44393322,3.3.1,Reintroduction
44393322,3.2,Species recovery
19891665,2.1,Site/area management
19891665,1.1,Site/area protection
19891665,3.4.2,Genome resource bank
179922,1.1,Site/area protection
179922,3.4.2,Genome resource bank
46736,4.3,Awareness & communications
202743,1.1,Site/area protection
202743,4.3,Awareness & communications
202743,2.1,Site/area management
34096,2.1,Site/area management
34096,1.1,Site/area protection
44314,3.4.1,Captive breeding/artificial propagation
44314,4.3,Awareness & communications
44314,3.4.2,Genome resource bank
44314,2.1,Site/area management
44314,1.1,Site/area protection
44314,1.2,Resource & habitat protection
44314,4.1,Formal education
19893109,2.1,Site/area management
19893109,1.1,Site/area protection
19893109,3.4.2,Genome resource bank
59989,2.1,Site/area management
59989,2.1,Site/area management
59989,2.3,Habitat & natural process restoration
59921,5.1.3,Sub-national level
59921,5.1.2,National level
59921,5.1.1,International level
59921,5.4.3,Sub-national level
59921,5.4.2,National level
59921,2.1,Site/area management
59921,5.4.1,International level
59921,2.3,Habitat & natural process restoration
59921,1.1,Site/area protection
59797,2.1,Site/area management
44393044,3.4.2,Genome resource bank
34160,2.1,Site/area management
34160,1.1,Site/area protection
164073,2.1,Site/area management
164073,2.3,Habitat & natural process restoration
46858,4.3,Awareness & communications
44393409,2.1,Site/area management
44393409,1.1,Site/area protection
44392117,1.1,Site/area protection
59871,2.1,Site/area management
59827,2.1,Site/area management
45892,2.1,Site/area management
44393360,3.4.2,Genome resource bank
44393360,1.1,Site/area protection
15389,4.3,Awareness & communications
15389,2.1,Site/area management
18372,2.1,Site/area management
30365,2.3,Habitat & natural process restoration
30365,2.1,Site/area management
45447,4.3,Awareness & communications
45447,1.1,Site/area protection
45447,2.1,Site/area management
19891473,2.1,Site/area management
19891473,3.4.2,Genome resource bank
19892303,3.4.2,Genome resource bank
19892303,1.1,Site/area protection
21342198,1.1,Site/area protection
21342198,3.4.2,Genome resource bank
59790,2.1,Site/area management
59790,2.1,Site/area management
59790,2.1,Site/area management
59904,2.1,Site/area management
45410,1.1,Site/area protection
46723,4.3,Awareness & communications
46723,3.4.2,Genome resource bank
46723,1.1,Site/area protection
179538,1.1,Site/area protection
179538,3.4.2,Genome resource bank
202754,4.3,Awareness & communications
59835,2.1,Site/area management
17060715,5.1.2,National level
17060715,5.1.1,International level
17060715,3.1.2,Trade management
17060715,3.1.1,Harvest management
19892125,2.1,Site/area management
19892125,3.4.2,Genome resource bank
158463,2.1,Site/area management
158463,1.1,Site/area protection
200676,3.3.1,Reintroduction
200676,3.4.1,Captive breeding/artificial propagation
32706,1.1,Site/area protection
59828,2.1,Site/area management
59835,2.1,Site/area management
59835,2.1,Site/area management
19892363,2.1,Site/area management
19892363,3.4.2,Genome resource bank
19891852,3.4.2,Genome resource bank
19891852,1.1,Site/area protection
59848,2.1,Site/area management
59848,2.3,Habitat & natural process restoration
44393703,2.1,Site/area management
44393703,1.1,Site/area protection
44393703,3.4.2,Genome resource bank
44392994,3.4.2,Genome resource bank
15951,2.1,Site/area management
15951,5.4.1,International level
15951,2.3,Habitat & natural process restoration
15951,3.1.1,Harvest management
15951,1.1,Site/area protection
15951,1.2,Resource & habitat protection
15951,4.2,Training
15951,3.4.1,Captive breeding/artificial propagation
15951,4.3,Awareness & communications
15951,3.3.1,Reintroduction
15951,5.4.2,National level
15951,5.4.3,Sub-national level
15951,3.2,Species recovery
15951,5.1.2,National level
15951,3.1.2,Trade management
15951,5.1.3,Sub-national level
15951,3.1.3,Limiting population growth
44393349,2.1,Site/area management
202760,1.1,Site/area protection
39582,2.1,Site/area management
46861,4.3,Awareness & communications
46861,3.4.2,Genome resource bank
19892860,2.1,Site/area management
19892860,3.4.2,Genome resource bank
59805,2.1,Site/area management
59805,2.1,Site/area management
59851,2.1,Site/area management
59851,2.3,Habitat & natural process restoration
19892844,2.1,Site/area management
19892844,1.1,Site/area protection
19892844,3.4.2,Genome resource bank
200662,3.4.1,Captive breeding/artificial propagation
200662,1.1,Site/area protection
200662,3.4.2,Genome resource bank
200707,1.1,Site/area protection
44392609,1.1,Site/area protection
44392374,2.1,Site/area management
46755,4.3,Awareness & communications
46856,4.3,Awareness & communications
46856,3.4.2,Genome resource bank
103633498,2.2,Invasive/problematic species control
103633498,2.1,Site/area management
103633718,2.2,Invasive/problematic species control
103633718,3.2,Species recovery
39503,2.1,Site/area management
39503,1.1,Site/area protection
39503,4.3,Awareness & communications
19891682,2.1,Site/area management
19891682,3.4.2,Genome resource bank
44392680,2.1,Site/area management
44392680,1.1,Site/area protection
44392680,3.4.2,Genome resource bank
44405,3.4.1,Captive breeding/artificial propagation
44405,3.4.2,Genome resource bank
44405,2.1,Site/area management
44405,1.1,Site/area protection
44405,1.2,Resource & habitat protection
44411,3.4.1,Captive breeding/artificial propagation
44411,4.3,Awareness & communications
44411,3.4.2,Genome resource bank
44411,2.1,Site/area management
44411,1.1,Site/area protection
44411,4.1,Formal education
44411,1.2,Resource & habitat protection
11284,2.1,Site/area management
59828,2.1,Site/area management
44392452,3.4.2,Genome resource bank
16619,4.3,Awareness & communications
44392966,2.1,Site/area management
44392966,1.1,Site/area protection
44392966,3.4.2,Genome resource bank
44420,3.4.1,Captive breeding/artificial propagation
44420,4.3,Awareness & communications
44420,2.1,Site/area management
44420,3.4.2,Genome resource bank
44420,1.1,Site/area protection
44420,1.2,Resource & habitat protection
44420,4.1,Formal education
59911,2.1,Site/area management
59911,2.3,Habitat & natural process restoration
59911,2.1,Site/area management
59911,2.3,Habitat & natural process restoration
59911,2.1,Site/area management
59911,2.3,Habitat & natural process restoration
44392283,2.1,Site/area management
44392283,1.1,Site/area protection
59877,2.1,Site/area management
59877,2.3,Habitat & natural process restoration
59877,2.1,Site/area management
59877,2.3,Habitat & natural process restoration
59877,2.1,Site/area management
59877,2.3,Habitat & natural process restoration
42439,2.1,Site/area management
21856,5.4.3,Sub-national level
21856,5.4.2,National level
21856,5.4.1,International level
44430,4.3,Awareness & communications
44430,3.4.1,Captive breeding/artificial propagation
44430,2.1,Site/area management
44430,3.4.2,Genome resource bank
44430,1.1,Site/area protection
44430,4.1,Formal education
44453,3.4.1,Captive breeding/artificial propagation
44453,2.1,Site/area management
44453,3.4.2,Genome resource bank
44453,1.1,Site/area protection
44453,1.2,Resource & habitat protection
46816,4.3,Awareness & communications
46842,4.3,Awareness & communications
19892319,3.4.2,Genome resource bank
19892319,1.1,Site/area protection
200647,2.1,Site/area management
200647,3.1.1,Harvest management
200663,1.1,Site/area protection
202765,4.3,Awareness & communications
19892408,2.1,Site/area management
19892408,1.1,Site/area protection
19892408,3.4.2,Genome resource bank
39469,2.1,Site/area management
39469,1.1,Site/area protection
44705,2.1,Site/area management
19892546,3.4.2,Genome resource bank
44393549,2.1,Site/area management
44393549,3.4.2,Genome resource bank
202708,1.1,Site/area protection
202708,2.1,Site/area management
30340,1.2,Resource & habitat protection
30340,1.1,Site/area protection
36443,1.2,Resource & habitat protection
36443,4.3,Awareness & communications
36443,1.1,Site/area protection
36443,3.4.1,Captive breeding/artificial propagation
44311,4.3,Awareness & communications
44311,4.1,Formal education
44384,3.4.1,Captive breeding/artificial propagation
44384,2.1,Site/area management
44384,3.4.2,Genome resource bank
44384,1.1,Site/area protection
44404,3.4.1,Captive breeding/artificial propagation
44404,4.3,Awareness & communications
44404,3.4.2,Genome resource bank
44404,2.1,Site/area management
44404,1.1,Site/area protection
44404,4.1,Formal education
44429,3.4.1,Captive breeding/artificial propagation
44429,4.3,Awareness & communications
44429,2.1,Site/area management
44429,3.4.2,Genome resource bank
44429,1.1,Site/area protection
44429,1.2,Resource & habitat protection
44429,4.1,Formal education
19892135,2.1,Site/area management
19892135,3.4.2,Genome resource bank
19892412,3.4.2,Genome resource bank
19892412,1.1,Site/area protection
44392199,2.1,Site/area management
44392199,1.1,Site/area protection
164368,1.2,Resource & habitat protection
164368,4.3,Awareness & communications
164368,1.1,Site/area protection
164368,3.2,Species recovery
22817,2.1,Site/area management
60022,2.1,Site/area management
60022,2.1,Site/area management
19892474,2.1,Site/area management
45402,2.1,Site/area management
45402,1.2,Resource & habitat protection
45402,1.1,Site/area protection
45402,3.4.2,Genome resource bank
44392840,2.1,Site/area management
202729,3.4.1,Captive breeding/artificial propagation
202729,1.1,Site/area protection
32907,1.1,Site/area protection
32907,3.4.2,Genome resource bank
32907,2.1,Site/area management
41604,1.1,Site/area protection
202727,1.1,Site/area protection
202727,4.3,Awareness & communications
202727,1.2,Resource & habitat protection
44338,3.4.1,Captive breeding/artificial propagation
44338,4.3,Awareness & communications
44338,4.2,Training
44338,3.4.2,Genome resource bank
44338,2.1,Site/area management
44338,1.1,Site/area protection
44338,1.2,Resource & habitat protection
44338,4.1,Formal education
59978,2.1,Site/area management
59978,2.3,Habitat & natural process restoration
60051,1.1,Site/area protection
70102312,2.1,Site/area management
70102312,1.2,Resource & habitat protection
70102312,3.4.1,Captive breeding/artificial propagation
70102312,3.4.2,Genome resource bank
170262,3.1.1,Harvest management
182597,2.1,Site/area management
182853,2.1,Site/area management
80582706,6.1,Linked enterprises & livelihood alternatives
80582706,5.4.3,Sub-national level
80582706,4.3,Awareness & communications
136055,2.1,Site/area management
136055,1.2,Resource & habitat protection
157273,5.1.2,National level
158233,1.1,Site/area protection
163448,2.1,Site/area management
163448,5.4.3,Sub-national level
163448,5.4.2,National level
163448,5.1.2,National level
163448,5.1.1,International level
163448,4.3,Awareness & communications
163448,3.1.2,Trade management
163448,3.1.1,Harvest management
164889,6.4,Conservation payments
164889,5.4.3,Sub-national level
164889,6.1,Linked enterprises & livelihood alternatives
164889,4.3,Awareness & communications
164889,4.2,Training
164889,2.1,Site/area management
164889,4.1,Formal education
164889,1.2,Resource & habitat protection
170474,1.2,Resource & habitat protection
170474,3.4.2,Genome resource bank
172495,5.1.3,Sub-national level
172495,5.4.3,Sub-national level
172495,3.1.1,Harvest management
172571,2.1,Site/area management
172571,3.1.1,Harvest management
172571,1.1,Site/area protection
172571,3.1.2,Trade management
172572,2.1,Site/area management
172572,1.1,Site/area protection
172572,3.1.1,Harvest management
172572,3.1.2,Trade management
173939,1.2,Resource & habitat protection
173939,1.1,Site/area protection
173939,3.4.2,Genome resource bank
173939,3.4.1,Captive breeding/artificial propagation
175363,3.2,Species recovery
175363,2.1,Site/area management
175363,2.3,Habitat & natural process restoration
179265,1.1,Site/area protection
190221,3.1.1,Harvest management
190941,2.1,Site/area management
194289,5.1.3,Sub-national level
194289,5.1.2,National level
194289,5.4.3,Sub-national level
194289,5.4.2,National level
194289,3.1.1,Harvest management
194331,5.1.3,Sub-national level
194331,5.4.3,Sub-national level
194331,3.1.1,Harvest management
194335,5.1.3,Sub-national level
194335,5.4.3,Sub-national level
194335,3.1.1,Harvest management
194336,5.1.3,Sub-national level
194336,5.1.2,National level
194336,5.4.3,Sub-national level
194336,5.4.2,National level
194336,3.1.1,Harvest management
194337,5.1.3,Sub-national level
194337,5.4.3,Sub-national level
194337,3.1.1,Harvest management
194338,5.1.3,Sub-national level
194338,5.4.3,Sub-national level
194338,3.1.1,Harvest management
194339,5.1.3,Sub-national level
194339,5.4.3,Sub-national level
194339,3.1.1,Harvest management
194343,5.1.3,Sub-national level
194343,5.4.3,Sub-national level
194343,3.1.1,Harvest management
194349,5.1.3,Sub-national level
194349,5.4.3,Sub-national level
194349,3.1.1,Harvest management
194351,5.1.3,Sub-national level
194351,5.4.3,Sub-national level
194351,3.1.1,Harvest management
194356,5.1.3,Sub-national level
194356,3.1.1,Harvest management
194360,5.1.3,Sub-national level
194360,5.1.2,National level
194360,5.4.3,Sub-national level
194360,5.4.2,National level
194360,3.1.1,Harvest management
194363,5.1.3,Sub-national level
194363,5.1.2,National level
194363,5.4.3,Sub-national level
194363,5.4.2,National level
194363,3.1.1,Harvest management
194366,5.1.3,Sub-national level
194366,5.4.3,Sub-national level
